0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
32.24676,31.755964,31.84679,32.099648,31.608847,32.18097,32.17342,32.250618,31.993237,31.803259,31.657082,26.24884,29.500832,30.896477,31.952604,32.099186,31.747488,31.172497,29.02325,31.588327
11.60334,10.699976,10.942675,12.185142,11.012245,11.207805,11.488979,10.653362,11.220683,11.310591,13.457287,10.823045,10.533869,11.313695,11.936251,13.27574,14.9602,14.947926,15.399505,16.11347
8.371117,10.178547,7.7951202,7.5449967,10.197421,11.722406,11.087454,8.073612,8.927565,9.587209,10.387919,9.697533,8.532305,8.264722,8.666157,11.144753,7.0953274,10.5642605,10.502128,10.018492
7.0173907,6.7936273,7.126778,8.053916,7.238107,7.4487095,8.773809,7.7071457,6.7426233,6.511177,5.337747,6.276064,7.2406526,7.156717,6.890716,8.146157,9.083018,7.872033,7.6870317,7.940624
6.6621256,5.231063,6.7613306,8.083394,7.770086,8.406185,7.981969,8.558068,8.234545,9.498155,8.484181,8.223959,9.751135,9.96508,10.344918,10.768339,9.9470215,8.25115,8.772669,8.165145
21.923077,22.18382,21.846775,21.676546,20.894436,20.561312,21.948206,21.845602,22.649282,20.433283,19.30591,20.366991,20.992558,19.17422,20.075191,19.533907,18.523129,19.915741,19.994482,19.534548
25.238384,25.42716,24.755573,22.006886,19.993542,23.605299,26.314425,22.93317,24.706684,26.270742,24.225096,25.13704,24.295168,22.132256,21.80322,21.78355,23.443266,23.39401,23.177801,24.40347
14.542376,14.132893,15.482966,15.272827,15.70828,15.559075,16.33544,15.432341,16.145021,15.286523,14.813553,15.06055,16.011337,16.844044,16.232716,17.65988,16.645893,16.843922,17.106943,16.52974
28.49191,28.52655,28.633232,28.86699,28.077402,26.852135,28.166353,28.20968,27.550129,28.996437,29.453379,26.756596,28.031391,29.074453,27.78823,29.289648,29.607882,29.587448,29.405064,29.776255
21.51744,20.74997,20.73624,20.342636,21.538712,21.078415,22.147425,19.94788,20.366903,21.104805,21.839231,21.627705,22.520397,21.810467,20.608349,20.93089,22.21143,22.740156,22.073677,21.829264
9.929515,10.376038,10.015934,9.077284,11.821483,9.900678,11.831808,10.24758,9.910253,9.94848,12.280855,10.092228,11.805438,11.096094,10.75817,12.921953,14.475904,14.152578,15.193778,13.942829
