last_updated,raw,weekly_gaussian,monthly_gaussian,yearly_gaussian
2025-06-23,30.1,30.05091735867282,29.71735186840057,25.6603333093735
2025-06-24,30.4,30.42443162077884,29.903079213771512,25.702189617801267
2025-06-25,31.1,30.59077691630993,30.100841616510223,25.742820162464206
2025-06-26,30.1,30.611241814293418,30.30185438223768,25.78222101557725
2025-06-27,31.1,30.61557477832359,30.497836042295763,25.82036542143633
2025-06-28,30.1,30.654562413854787,30.681498395795554,25.85723442155257
2025-06-29,31.2,30.791243668746052,30.846096392438533,25.892813385867395
2025-06-30,30.3,31.06627604260406,30.985327577578936,25.927095665310247
2025-07-01,32.3,31.37262345682435,31.093143658115068,25.960058066742313
2025-07-02,31.2,31.524500339467842,31.164098214509025,25.991693846785143
2025-07-03,31.3,31.743155928782805,31.193727846807278,26.02198082200062
2025-07-04,32.3,32.211966417034304,31.180046088246584,26.050918922634565
2025-07-05,33.1,32.57403146874628,31.12390958222182,26.078483266550094
2025-07-06,33.1,32.43625939848535,31.03018340099065,26.104667213199832
2025-07-07,31.1,31.929901764391253,30.907363980710723,26.129455771410232
2025-07-08,32.3,31.241754698418994,30.76738451954982,26.152834734164013
2025-07-09,30.3,30.16371694193143,30.624075675954046,26.17479951755476
2025-07-10,28.4,28.94894246468121,30.491665327622282,26.19533820211085
2025-07-11,27.3,28.334753106917333,30.38293411380902,26.21444543807877
2025-07-12,28.4,28.644782701661065,30.307846007341347,26.232096917350603
2025-07-13,29.3,29.564101602557674,30.27284214540021,26.24829843248759
2025-07-14,31.3,30.523305711929105,30.28041534250987,26.263042545747265
2025-07-15,31.0,31.036377344606066,30.329231086376122,26.276315758608465
2025-07-16,32.3,30.836186078023893,30.41443546418341,26.288109949710122
2025-07-17,29.1,30.09290182722887,30.52774989899662,26.298427635607386
2025-07-18,29.3,29.498384780411776,30.657760342740403,26.30726058713555
2025-07-19,29.2,29.417778367261015,30.789912206815682,26.314596943969587
2025-07-20,29.2,29.957043883513528,30.90735342701106,26.320430809841994
2025-07-21,30.3,31.19177072499232,30.99213034920866,26.32476284543688
2025-07-22,35.0,32.502543190977946,31.02710483339108,26.327592941388424
2025-07-23,31.1,33.39561804658142,30.998648594573154,26.3289200775291
2025-07-24,36.1,34.080721895108724,30.898988159199916,26.328737046549094
2025-07-25,34.0,34.08107880461783,30.728165962480215,26.327049487445276
2025-07-26,35.1,32.760179636115275,30.494692632684732,26.323858897203923
2025-07-27,29.4,30.34324435580577,30.21477682755512,26.319144437139656
2025-07-28,27.0,28.135472551811702,29.910192711006843,26.312917699722686
2025-07-29,26.1,27.1868237633749,29.605099648336413,26.305176845877334
2025-07-30,27.4,27.337512000865452,29.32294194937663,26.295923350046163
2025-07-31,28.1,27.851611536909555,29.083424922292963,26.28516777850715
2025-08-01,28.1,28.277230090727794,28.90042329993738,26.272906320314
2025-08-02,29.2,28.425768402293855,28.781164932865003,26.259142526078655
2025-08-03,28.2,28.191916509517505,28.726196189983263,26.243877277053492
2025-08-04,27.3,27.846460249709633,28.730021971136622,26.22711698784289
2025-08-05,28.2,27.716657303384906,28.782376642280365,26.208856489070925
2025-08-06,26.3,28.007167639035277,28.8693165015158,26.189124562754532
2025-08-07,30.3,28.663705289246614,28.97496103950325,26.167901222667922
2025-08-08,28.2,29.32528532094612,29.082653217172137,26.14520599706041
2025-08-09,30.3,30.040760100345285,29.176768198866945,26.12104802970911
2025-08-10,31.3,30.626853873045235,29.244103470142665,26.095423860279887
2025-08-11,31.0,30.700156709798115,29.275167716588523,26.06834164159466
2025-08-12,30.2,30.414699329317457,29.265029387828026,26.039811046459974
2025-08-13,30.0,30.110280523291415,29.21389736521238,26.009845322099572
2025-08-14,30.2,29.762866656679698,29.126194051240546,25.978433111048595
2025-08-15,29.3,29.192484680905547,29.01016788946808,25.945596458950106
2025-08-16,28.2,28.519291500638282,28.876030535391727,25.911356135529232
2025-08-17,28.0,27.981458164029405,28.734701890917126,25.87571990219902
2025-08-18,27.4,27.711848781623782,28.59595305502095,25.838691289316156
2025-08-19,27.1,27.849959953360603,28.46775317148162,25.800275495221513
2025-08-20,29.2,28.199268361165355,28.35540922762153,25.760490276133325
2025-08-21,28.1,28.31707570186974,28.26162254913808,25.719351661035926
2025-08-22,28.3,28.19615361365139,28.18665435589993,25.676879072053183
2025-08-23,28.2,27.98462511469854,28.128895744728293,25.63307058468877
2025-08-24,27.2,27.804178152108598,28.08549233936341,25.587940212981387
2025-08-25,28.3,27.748628801888643,28.0528347704793,25.54150527653257
2025-08-26,27.1,27.811076246144907,28.027124462487322,25.493780604496596
2025-08-27,28.3,28.034683215691345,28.004765355000597,25.444780909297783
2025-08-28,28.4,28.269029249742708,27.98265959773401,25.394513751736515
2025-08-29,28.4,28.349981140784344,27.95863884698347,25.342999764943585
2025-08-30,28.4,28.259489185400994,27.93126241891448,25.29025542325157
2025-08-31,28.3,28.004308547420123,27.900153357325422,25.23629071226384
2025-09-01,27.0,27.77906286596331,27.86570240663169,25.181126893012554
2025-09-02,28.1,27.75615257099338,27.828793778040893,25.124783322494352
2025-09-03,28.0,27.714648763529564,27.790431855829528,25.067273092685358
2025-09-04,27.2,27.58256365449892,27.75144766984951,25.0086178937569
2025-09-05,27.4,27.5469444503111,27.712084554269715,24.948832094765415
2025-09-06,28.3,27.52137622232725,27.671978501278186,24.887935182846256
2025-09-07,26.3,27.522151727455125,27.630074282137805,24.82594239678835
2025-09-08,28.3,27.774091397350517,27.584840316815573,24.76287128723723
2025-09-09,28.2,27.997017334312055,27.534554099976447,24.698750495220068
